sku;categories;enabled;parent;family;description;name;url_key;category_gear;color;features_bags;gender;material;size;strap_bags;style_bags;performance_fabric;price;special_price;weight;base;small_image;thumbnail
MJ07-S-Black;default_category_men_tops_jackets;1;MJ07;top;"<p>While you're getting fit, you need a fitted jacket to match. Striking color blocking patterns on hood, shoulders and arms are hallmarks of the Orion Two-Tone Fitted Jacket. They provide eye-catching contrast against the rich, torso tones of this 100% polyester, moisture-wicking essential.</p>
<p>&bull; Red full zip fleece with gray insets.<br />&bull; Double-knit construction.<br />&bull; Full athletic cut.<br />&bull; Set in sleeves.<br />&bull; Front pouch pocket.</p>";Orion Two-Tone Fitted Jacket-S-Black;orion-two-tone-fitted-jacket-s-black;;color_black;;;;size_s;;;;72;;1;/m/j/mj07-black_main.jpg;/m/j/mj07-black_main.jpg;/m/j/mj07-black_main.jpg
MJ07-S-Red;default_category_men_tops_jackets;1;MJ07;top;"<p>While you're getting fit, you need a fitted jacket to match. Striking color blocking patterns on hood, shoulders and arms are hallmarks of the Orion Two-Tone Fitted Jacket. They provide eye-catching contrast against the rich, torso tones of this 100% polyester, moisture-wicking essential.</p>
<p>&bull; Red full zip fleece with gray insets.<br />&bull; Double-knit construction.<br />&bull; Full athletic cut.<br />&bull; Set in sleeves.<br />&bull; Front pouch pocket.</p>";Orion Two-Tone Fitted Jacket-S-Red;orion-two-tone-fitted-jacket-s-red;;color_red;;;;size_s;;;;72;;1;/m/j/mj07-red_main.jpg;/m/j/mj07-red_main.jpg;/m/j/mj07-red_main.jpg
MJ07-S-Yellow;default_category_men_tops_jackets;1;MJ07;top;"<p>While you're getting fit, you need a fitted jacket to match. Striking color blocking patterns on hood, shoulders and arms are hallmarks of the Orion Two-Tone Fitted Jacket. They provide eye-catching contrast against the rich, torso tones of this 100% polyester, moisture-wicking essential.</p>
<p>&bull; Red full zip fleece with gray insets.<br />&bull; Double-knit construction.<br />&bull; Full athletic cut.<br />&bull; Set in sleeves.<br />&bull; Front pouch pocket.</p>";Orion Two-Tone Fitted Jacket-S-Yellow;orion-two-tone-fitted-jacket-s-yellow;;color_yellow;;;;size_s;;;;72;;1;/m/j/mj07-yellow_main.jpg;/m/j/mj07-yellow_main.jpg;/m/j/mj07-yellow_main.jpg
MJ07-XL-Black;default_category_men_tops_jackets;1;MJ07;top;"<p>While you're getting fit, you need a fitted jacket to match. Striking color blocking patterns on hood, shoulders and arms are hallmarks of the Orion Two-Tone Fitted Jacket. They provide eye-catching contrast against the rich, torso tones of this 100% polyester, moisture-wicking essential.</p>
<p>&bull; Red full zip fleece with gray insets.<br />&bull; Double-knit construction.<br />&bull; Full athletic cut.<br />&bull; Set in sleeves.<br />&bull; Front pouch pocket.</p>";Orion Two-Tone Fitted Jacket-XL-Black;orion-two-tone-fitted-jacket-xl-black;;color_black;;;;size_xl;;;;72;;1;/m/j/mj07-black_main.jpg;/m/j/mj07-black_main.jpg;/m/j/mj07-black_main.jpg
MJ07-XL-Red;default_category_men_tops_jackets;1;MJ07;top;"<p>While you're getting fit, you need a fitted jacket to match. Striking color blocking patterns on hood, shoulders and arms are hallmarks of the Orion Two-Tone Fitted Jacket. They provide eye-catching contrast against the rich, torso tones of this 100% polyester, moisture-wicking essential.</p>
<p>&bull; Red full zip fleece with gray insets.<br />&bull; Double-knit construction.<br />&bull; Full athletic cut.<br />&bull; Set in sleeves.<br />&bull; Front pouch pocket.</p>";Orion Two-Tone Fitted Jacket-XL-Red;orion-two-tone-fitted-jacket-xl-red;;color_red;;;;size_xl;;;;72;;1;/m/j/mj07-red_main.jpg;/m/j/mj07-red_main.jpg;/m/j/mj07-red_main.jpg
MJ07-XL-Yellow;default_category_men_tops_jackets;1;MJ07;top;"<p>While you're getting fit, you need a fitted jacket to match. Striking color blocking patterns on hood, shoulders and arms are hallmarks of the Orion Two-Tone Fitted Jacket. They provide eye-catching contrast against the rich, torso tones of this 100% polyester, moisture-wicking essential.</p>
<p>&bull; Red full zip fleece with gray insets.<br />&bull; Double-knit construction.<br />&bull; Full athletic cut.<br />&bull; Set in sleeves.<br />&bull; Front pouch pocket.</p>";Orion Two-Tone Fitted Jacket-XL-Yellow;orion-two-tone-fitted-jacket-xl-yellow;;color_yellow;;;;size_xl;;;;72;;1;/m/j/mj07-yellow_main.jpg;/m/j/mj07-yellow_main.jpg;/m/j/mj07-yellow_main.jpg
MJ07-XS-Black;default_category_men_tops_jackets;1;MJ07;top;"<p>While you're getting fit, you need a fitted jacket to match. Striking color blocking patterns on hood, shoulders and arms are hallmarks of the Orion Two-Tone Fitted Jacket. They provide eye-catching contrast against the rich, torso tones of this 100% polyester, moisture-wicking essential.</p>
<p>&bull; Red full zip fleece with gray insets.<br />&bull; Double-knit construction.<br />&bull; Full athletic cut.<br />&bull; Set in sleeves.<br />&bull; Front pouch pocket.</p>";Orion Two-Tone Fitted Jacket-XS-Black;orion-two-tone-fitted-jacket-xs-black;;color_black;;;;size_xs;;;;72;;1;/m/j/mj07-black_main.jpg;/m/j/mj07-black_main.jpg;/m/j/mj07-black_main.jpg
MJ07-XS-Red;default_category_men_tops_jackets;1;MJ07;top;"<p>While you're getting fit, you need a fitted jacket to match. Striking color blocking patterns on hood, shoulders and arms are hallmarks of the Orion Two-Tone Fitted Jacket. They provide eye-catching contrast against the rich, torso tones of this 100% polyester, moisture-wicking essential.</p>
<p>&bull; Red full zip fleece with gray insets.<br />&bull; Double-knit construction.<br />&bull; Full athletic cut.<br />&bull; Set in sleeves.<br />&bull; Front pouch pocket.</p>";Orion Two-Tone Fitted Jacket-XS-Red;orion-two-tone-fitted-jacket-xs-red;;color_red;;;;size_xs;;;;72;;1;/m/j/mj07-red_main.jpg;/m/j/mj07-red_main.jpg;/m/j/mj07-red_main.jpg
MJ07-XS-Yellow;default_category_men_tops_jackets;1;MJ07;top;"<p>While you're getting fit, you need a fitted jacket to match. Striking color blocking patterns on hood, shoulders and arms are hallmarks of the Orion Two-Tone Fitted Jacket. They provide eye-catching contrast against the rich, torso tones of this 100% polyester, moisture-wicking essential.</p>
<p>&bull; Red full zip fleece with gray insets.<br />&bull; Double-knit construction.<br />&bull; Full athletic cut.<br />&bull; Set in sleeves.<br />&bull; Front pouch pocket.</p>";Orion Two-Tone Fitted Jacket-XS-Yellow;orion-two-tone-fitted-jacket-xs-yellow;;color_yellow;;;;size_xs;;;;72;;1;/m/j/mj07-yellow_main.jpg;/m/j/mj07-yellow_main.jpg;/m/j/mj07-yellow_main.jpg
MJ08-L-Blue;default_category_men_tops_jackets;1;MJ08;top;"<p>The Lando Gym Jacket offers strategic ventilation at perspiration-prone areas, while moisture-wicking technology helps you stay dry. Side-seam pockets house your favorite media device, so you're plugged in when working out.</p>
<p>&bull; Gray polyester/spandex full zip jacket with orange lining. <br />&bull; Right pocket device storage.<br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Lando Gym Jacket-L-Blue;lando-gym-jacket-l-blue;;color_blue;;;;size_l;;;;99;;1;/m/j/mj08-blue_main.jpg;/m/j/mj08-blue_main.jpg;/m/j/mj08-blue_main.jpg
MJ08-L-Gray;default_category_men_tops_jackets;1;MJ08;top;"<p>The Lando Gym Jacket offers strategic ventilation at perspiration-prone areas, while moisture-wicking technology helps you stay dry. Side-seam pockets house your favorite media device, so you're plugged in when working out.</p>
<p>&bull; Gray polyester/spandex full zip jacket with orange lining. <br />&bull; Right pocket device storage.<br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Lando Gym Jacket-L-Gray;lando-gym-jacket-l-gray;;color_gray;;;;size_l;;;;99;;1;/m/j/mj08-gray_main.jpg;/m/j/mj08-gray_main.jpg;/m/j/mj08-gray_main.jpg
MJ08-L-Green;default_category_men_tops_jackets;1;MJ08;top;"<p>The Lando Gym Jacket offers strategic ventilation at perspiration-prone areas, while moisture-wicking technology helps you stay dry. Side-seam pockets house your favorite media device, so you're plugged in when working out.</p>
<p>&bull; Gray polyester/spandex full zip jacket with orange lining. <br />&bull; Right pocket device storage.<br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Lando Gym Jacket-L-Green;lando-gym-jacket-l-green;;color_green;;;;size_l;;;;99;;1;/m/j/mj08-green_main.jpg;/m/j/mj08-green_main.jpg;/m/j/mj08-green_main.jpg
MJ08-M-Blue;default_category_men_tops_jackets;1;MJ08;top;"<p>The Lando Gym Jacket offers strategic ventilation at perspiration-prone areas, while moisture-wicking technology helps you stay dry. Side-seam pockets house your favorite media device, so you're plugged in when working out.</p>
<p>&bull; Gray polyester/spandex full zip jacket with orange lining. <br />&bull; Right pocket device storage.<br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Lando Gym Jacket-M-Blue;lando-gym-jacket-m-blue;;color_blue;;;;size_m;;;;99;;1;/m/j/mj08-blue_main.jpg;/m/j/mj08-blue_main.jpg;/m/j/mj08-blue_main.jpg
MJ08-M-Gray;default_category_men_tops_jackets;1;MJ08;top;"<p>The Lando Gym Jacket offers strategic ventilation at perspiration-prone areas, while moisture-wicking technology helps you stay dry. Side-seam pockets house your favorite media device, so you're plugged in when working out.</p>
<p>&bull; Gray polyester/spandex full zip jacket with orange lining. <br />&bull; Right pocket device storage.<br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Lando Gym Jacket-M-Gray;lando-gym-jacket-m-gray;;color_gray;;;;size_m;;;;99;;1;/m/j/mj08-gray_main.jpg;/m/j/mj08-gray_main.jpg;/m/j/mj08-gray_main.jpg
MJ08-M-Green;default_category_men_tops_jackets;1;MJ08;top;"<p>The Lando Gym Jacket offers strategic ventilation at perspiration-prone areas, while moisture-wicking technology helps you stay dry. Side-seam pockets house your favorite media device, so you're plugged in when working out.</p>
<p>&bull; Gray polyester/spandex full zip jacket with orange lining. <br />&bull; Right pocket device storage.<br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Lando Gym Jacket-M-Green;lando-gym-jacket-m-green;;color_green;;;;size_m;;;;99;;1;/m/j/mj08-green_main.jpg;/m/j/mj08-green_main.jpg;/m/j/mj08-green_main.jpg
MJ08-S-Blue;default_category_men_tops_jackets;1;MJ08;top;"<p>The Lando Gym Jacket offers strategic ventilation at perspiration-prone areas, while moisture-wicking technology helps you stay dry. Side-seam pockets house your favorite media device, so you're plugged in when working out.</p>
<p>&bull; Gray polyester/spandex full zip jacket with orange lining. <br />&bull; Right pocket device storage.<br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Lando Gym Jacket-S-Blue;lando-gym-jacket-s-blue;;color_blue;;;;size_s;;;;99;;1;/m/j/mj08-blue_main.jpg;/m/j/mj08-blue_main.jpg;/m/j/mj08-blue_main.jpg
MJ08-S-Gray;default_category_men_tops_jackets;1;MJ08;top;"<p>The Lando Gym Jacket offers strategic ventilation at perspiration-prone areas, while moisture-wicking technology helps you stay dry. Side-seam pockets house your favorite media device, so you're plugged in when working out.</p>
<p>&bull; Gray polyester/spandex full zip jacket with orange lining. <br />&bull; Right pocket device storage.<br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Lando Gym Jacket-S-Gray;lando-gym-jacket-s-gray;;color_gray;;;;size_s;;;;99;;1;/m/j/mj08-gray_main.jpg;/m/j/mj08-gray_main.jpg;/m/j/mj08-gray_main.jpg
MJ08-S-Green;default_category_men_tops_jackets;1;MJ08;top;"<p>The Lando Gym Jacket offers strategic ventilation at perspiration-prone areas, while moisture-wicking technology helps you stay dry. Side-seam pockets house your favorite media device, so you're plugged in when working out.</p>
<p>&bull; Gray polyester/spandex full zip jacket with orange lining. <br />&bull; Right pocket device storage.<br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Lando Gym Jacket-S-Green;lando-gym-jacket-s-green;;color_green;;;;size_s;;;;99;;1;/m/j/mj08-green_main.jpg;/m/j/mj08-green_main.jpg;/m/j/mj08-green_main.jpg
MJ08-XL-Blue;default_category_men_tops_jackets;1;MJ08;top;"<p>The Lando Gym Jacket offers strategic ventilation at perspiration-prone areas, while moisture-wicking technology helps you stay dry. Side-seam pockets house your favorite media device, so you're plugged in when working out.</p>
<p>&bull; Gray polyester/spandex full zip jacket with orange lining. <br />&bull; Right pocket device storage.<br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Lando Gym Jacket-XL-Blue;lando-gym-jacket-xl-blue;;color_blue;;;;size_xl;;;;99;;1;/m/j/mj08-blue_main.jpg;/m/j/mj08-blue_main.jpg;/m/j/mj08-blue_main.jpg
MJ08-XL-Gray;default_category_men_tops_jackets;1;MJ08;top;"<p>The Lando Gym Jacket offers strategic ventilation at perspiration-prone areas, while moisture-wicking technology helps you stay dry. Side-seam pockets house your favorite media device, so you're plugged in when working out.</p>
<p>&bull; Gray polyester/spandex full zip jacket with orange lining. <br />&bull; Right pocket device storage.<br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Lando Gym Jacket-XL-Gray;lando-gym-jacket-xl-gray;;color_gray;;;;size_xl;;;;99;;1;/m/j/mj08-gray_main.jpg;/m/j/mj08-gray_main.jpg;/m/j/mj08-gray_main.jpg
MJ08-XL-Green;default_category_men_tops_jackets;1;MJ08;top;"<p>The Lando Gym Jacket offers strategic ventilation at perspiration-prone areas, while moisture-wicking technology helps you stay dry. Side-seam pockets house your favorite media device, so you're plugged in when working out.</p>
<p>&bull; Gray polyester/spandex full zip jacket with orange lining. <br />&bull; Right pocket device storage.<br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Lando Gym Jacket-XL-Green;lando-gym-jacket-xl-green;;color_green;;;;size_xl;;;;99;;1;/m/j/mj08-green_main.jpg;/m/j/mj08-green_main.jpg;/m/j/mj08-green_main.jpg
MJ08-XS-Blue;default_category_men_tops_jackets;1;MJ08;top;"<p>The Lando Gym Jacket offers strategic ventilation at perspiration-prone areas, while moisture-wicking technology helps you stay dry. Side-seam pockets house your favorite media device, so you're plugged in when working out.</p>
<p>&bull; Gray polyester/spandex full zip jacket with orange lining. <br />&bull; Right pocket device storage.<br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Lando Gym Jacket-XS-Blue;lando-gym-jacket-xs-blue;;color_blue;;;;size_xs;;;;99;;1;/m/j/mj08-blue_main.jpg;/m/j/mj08-blue_main.jpg;/m/j/mj08-blue_main.jpg
MJ08-XS-Gray;default_category_men_tops_jackets;1;MJ08;top;"<p>The Lando Gym Jacket offers strategic ventilation at perspiration-prone areas, while moisture-wicking technology helps you stay dry. Side-seam pockets house your favorite media device, so you're plugged in when working out.</p>
<p>&bull; Gray polyester/spandex full zip jacket with orange lining. <br />&bull; Right pocket device storage.<br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Lando Gym Jacket-XS-Gray;lando-gym-jacket-xs-gray;;color_gray;;;;size_xs;;;;99;;1;/m/j/mj08-gray_main.jpg;/m/j/mj08-gray_main.jpg;/m/j/mj08-gray_main.jpg
MJ08-XS-Green;default_category_men_tops_jackets;1;MJ08;top;"<p>The Lando Gym Jacket offers strategic ventilation at perspiration-prone areas, while moisture-wicking technology helps you stay dry. Side-seam pockets house your favorite media device, so you're plugged in when working out.</p>
<p>&bull; Gray polyester/spandex full zip jacket with orange lining. <br />&bull; Right pocket device storage.<br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Lando Gym Jacket-XS-Green;lando-gym-jacket-xs-green;;color_green;;;;size_xs;;;;99;;1;/m/j/mj08-green_main.jpg;/m/j/mj08-green_main.jpg;/m/j/mj08-green_main.jpg
MJ09-L-Blue;default_category_men_tops_jackets;1;MJ09;top;"<p>What's a little rain or snow when you're inside the Taurus Elements Shell? This specially engineered Cocona&reg; jacket lets you enjoy the great outdoors and brave the elements, thanks to the all-waterproof, breathable exterior.</p>
<p>&bull; Yellow 1/4 zip pullover. <br />&bull; Two chest pockets.<br />&bull; Standard fit. <br />&bull; Waterproof, breathable, seam sealed. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Taurus Elements Shell-L-Blue;taurus-elements-shell-l-blue;;color_blue;;;;size_l;;;;65;;1;/m/j/mj09-blue_main.jpg;/m/j/mj09-blue_main.jpg;/m/j/mj09-blue_main.jpg
MJ09-L-White;default_category_men_tops_jackets;1;MJ09;top;"<p>What's a little rain or snow when you're inside the Taurus Elements Shell? This specially engineered Cocona&reg; jacket lets you enjoy the great outdoors and brave the elements, thanks to the all-waterproof, breathable exterior.</p>
<p>&bull; Yellow 1/4 zip pullover. <br />&bull; Two chest pockets.<br />&bull; Standard fit. <br />&bull; Waterproof, breathable, seam sealed. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Taurus Elements Shell-L-White;taurus-elements-shell-l-white;;color_white;;;;size_l;;;;65;;1;/m/j/mj09-white_main.jpg;/m/j/mj09-white_main.jpg;/m/j/mj09-white_main.jpg
MJ09-L-Yellow;default_category_men_tops_jackets;1;MJ09;top;"<p>What's a little rain or snow when you're inside the Taurus Elements Shell? This specially engineered Cocona&reg; jacket lets you enjoy the great outdoors and brave the elements, thanks to the all-waterproof, breathable exterior.</p>
<p>&bull; Yellow 1/4 zip pullover. <br />&bull; Two chest pockets.<br />&bull; Standard fit. <br />&bull; Waterproof, breathable, seam sealed. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Taurus Elements Shell-L-Yellow;taurus-elements-shell-l-yellow;;color_yellow;;;;size_l;;;;65;;1;/m/j/mj09-yellow_main.jpg;/m/j/mj09-yellow_main.jpg;/m/j/mj09-yellow_main.jpg
MJ09-M-Blue;default_category_men_tops_jackets;1;MJ09;top;"<p>What's a little rain or snow when you're inside the Taurus Elements Shell? This specially engineered Cocona&reg; jacket lets you enjoy the great outdoors and brave the elements, thanks to the all-waterproof, breathable exterior.</p>
<p>&bull; Yellow 1/4 zip pullover. <br />&bull; Two chest pockets.<br />&bull; Standard fit. <br />&bull; Waterproof, breathable, seam sealed. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Taurus Elements Shell-M-Blue;taurus-elements-shell-m-blue;;color_blue;;;;size_m;;;;65;;1;/m/j/mj09-blue_main.jpg;/m/j/mj09-blue_main.jpg;/m/j/mj09-blue_main.jpg
MJ09-M-White;default_category_men_tops_jackets;1;MJ09;top;"<p>What's a little rain or snow when you're inside the Taurus Elements Shell? This specially engineered Cocona&reg; jacket lets you enjoy the great outdoors and brave the elements, thanks to the all-waterproof, breathable exterior.</p>
<p>&bull; Yellow 1/4 zip pullover. <br />&bull; Two chest pockets.<br />&bull; Standard fit. <br />&bull; Waterproof, breathable, seam sealed. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Taurus Elements Shell-M-White;taurus-elements-shell-m-white;;color_white;;;;size_m;;;;65;;1;/m/j/mj09-white_main.jpg;/m/j/mj09-white_main.jpg;/m/j/mj09-white_main.jpg
MJ09-M-Yellow;default_category_men_tops_jackets;1;MJ09;top;"<p>What's a little rain or snow when you're inside the Taurus Elements Shell? This specially engineered Cocona&reg; jacket lets you enjoy the great outdoors and brave the elements, thanks to the all-waterproof, breathable exterior.</p>
<p>&bull; Yellow 1/4 zip pullover. <br />&bull; Two chest pockets.<br />&bull; Standard fit. <br />&bull; Waterproof, breathable, seam sealed. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Taurus Elements Shell-M-Yellow;taurus-elements-shell-m-yellow;;color_yellow;;;;size_m;;;;65;;1;/m/j/mj09-yellow_main.jpg;/m/j/mj09-yellow_main.jpg;/m/j/mj09-yellow_main.jpg
MJ09-S-Blue;default_category_men_tops_jackets;1;MJ09;top;"<p>What's a little rain or snow when you're inside the Taurus Elements Shell? This specially engineered Cocona&reg; jacket lets you enjoy the great outdoors and brave the elements, thanks to the all-waterproof, breathable exterior.</p>
<p>&bull; Yellow 1/4 zip pullover. <br />&bull; Two chest pockets.<br />&bull; Standard fit. <br />&bull; Waterproof, breathable, seam sealed. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Taurus Elements Shell-S-Blue;taurus-elements-shell-s-blue;;color_blue;;;;size_s;;;;65;;1;/m/j/mj09-blue_main.jpg;/m/j/mj09-blue_main.jpg;/m/j/mj09-blue_main.jpg
MJ09-S-White;default_category_men_tops_jackets;1;MJ09;top;"<p>What's a little rain or snow when you're inside the Taurus Elements Shell? This specially engineered Cocona&reg; jacket lets you enjoy the great outdoors and brave the elements, thanks to the all-waterproof, breathable exterior.</p>
<p>&bull; Yellow 1/4 zip pullover. <br />&bull; Two chest pockets.<br />&bull; Standard fit. <br />&bull; Waterproof, breathable, seam sealed. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Taurus Elements Shell-S-White;taurus-elements-shell-s-white;;color_white;;;;size_s;;;;65;;1;/m/j/mj09-white_main.jpg;/m/j/mj09-white_main.jpg;/m/j/mj09-white_main.jpg
MJ09-S-Yellow;default_category_men_tops_jackets;1;MJ09;top;"<p>What's a little rain or snow when you're inside the Taurus Elements Shell? This specially engineered Cocona&reg; jacket lets you enjoy the great outdoors and brave the elements, thanks to the all-waterproof, breathable exterior.</p>
<p>&bull; Yellow 1/4 zip pullover. <br />&bull; Two chest pockets.<br />&bull; Standard fit. <br />&bull; Waterproof, breathable, seam sealed. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Taurus Elements Shell-S-Yellow;taurus-elements-shell-s-yellow;;color_yellow;;;;size_s;;;;65;;1;/m/j/mj09-yellow_main.jpg;/m/j/mj09-yellow_main.jpg;/m/j/mj09-yellow_main.jpg
MJ09-XL-Blue;default_category_men_tops_jackets;1;MJ09;top;"<p>What's a little rain or snow when you're inside the Taurus Elements Shell? This specially engineered Cocona&reg; jacket lets you enjoy the great outdoors and brave the elements, thanks to the all-waterproof, breathable exterior.</p>
<p>&bull; Yellow 1/4 zip pullover. <br />&bull; Two chest pockets.<br />&bull; Standard fit. <br />&bull; Waterproof, breathable, seam sealed. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Taurus Elements Shell-XL-Blue;taurus-elements-shell-xl-blue;;color_blue;;;;size_xl;;;;65;;1;/m/j/mj09-blue_main.jpg;/m/j/mj09-blue_main.jpg;/m/j/mj09-blue_main.jpg
MJ09-XL-White;default_category_men_tops_jackets;1;MJ09;top;"<p>What's a little rain or snow when you're inside the Taurus Elements Shell? This specially engineered Cocona&reg; jacket lets you enjoy the great outdoors and brave the elements, thanks to the all-waterproof, breathable exterior.</p>
<p>&bull; Yellow 1/4 zip pullover. <br />&bull; Two chest pockets.<br />&bull; Standard fit. <br />&bull; Waterproof, breathable, seam sealed. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Taurus Elements Shell-XL-White;taurus-elements-shell-xl-white;;color_white;;;;size_xl;;;;65;;1;/m/j/mj09-white_main.jpg;/m/j/mj09-white_main.jpg;/m/j/mj09-white_main.jpg
MJ09-XL-Yellow;default_category_men_tops_jackets;1;MJ09;top;"<p>What's a little rain or snow when you're inside the Taurus Elements Shell? This specially engineered Cocona&reg; jacket lets you enjoy the great outdoors and brave the elements, thanks to the all-waterproof, breathable exterior.</p>
<p>&bull; Yellow 1/4 zip pullover. <br />&bull; Two chest pockets.<br />&bull; Standard fit. <br />&bull; Waterproof, breathable, seam sealed. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Taurus Elements Shell-XL-Yellow;taurus-elements-shell-xl-yellow;;color_yellow;;;;size_xl;;;;65;;1;/m/j/mj09-yellow_main.jpg;/m/j/mj09-yellow_main.jpg;/m/j/mj09-yellow_main.jpg
MJ09-XS-Blue;default_category_men_tops_jackets;1;MJ09;top;"<p>What's a little rain or snow when you're inside the Taurus Elements Shell? This specially engineered Cocona&reg; jacket lets you enjoy the great outdoors and brave the elements, thanks to the all-waterproof, breathable exterior.</p>
<p>&bull; Yellow 1/4 zip pullover. <br />&bull; Two chest pockets.<br />&bull; Standard fit. <br />&bull; Waterproof, breathable, seam sealed. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Taurus Elements Shell-XS-Blue;taurus-elements-shell-xs-blue;;color_blue;;;;size_xs;;;;65;;1;/m/j/mj09-blue_main.jpg;/m/j/mj09-blue_main.jpg;/m/j/mj09-blue_main.jpg
MJ09-XS-White;default_category_men_tops_jackets;1;MJ09;top;"<p>What's a little rain or snow when you're inside the Taurus Elements Shell? This specially engineered Cocona&reg; jacket lets you enjoy the great outdoors and brave the elements, thanks to the all-waterproof, breathable exterior.</p>
<p>&bull; Yellow 1/4 zip pullover. <br />&bull; Two chest pockets.<br />&bull; Standard fit. <br />&bull; Waterproof, breathable, seam sealed. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Taurus Elements Shell-XS-White;taurus-elements-shell-xs-white;;color_white;;;;size_xs;;;;65;;1;/m/j/mj09-white_main.jpg;/m/j/mj09-white_main.jpg;/m/j/mj09-white_main.jpg
MJ09-XS-Yellow;default_category_men_tops_jackets;1;MJ09;top;"<p>What's a little rain or snow when you're inside the Taurus Elements Shell? This specially engineered Cocona&reg; jacket lets you enjoy the great outdoors and brave the elements, thanks to the all-waterproof, breathable exterior.</p>
<p>&bull; Yellow 1/4 zip pullover. <br />&bull; Two chest pockets.<br />&bull; Standard fit. <br />&bull; Waterproof, breathable, seam sealed. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";Taurus Elements Shell-XS-Yellow;taurus-elements-shell-xs-yellow;;color_yellow;;;;size_xs;;;;65;;1;/m/j/mj09-yellow_main.jpg;/m/j/mj09-yellow_main.jpg;/m/j/mj09-yellow_main.jpg
MJ10-L-Black;default_category_men_tops_jackets;1;MJ10;top;"<p>The Mars HeatTech&trade; Jacket defense against winter climes so you can play offense in the park, on the trail or in the deck chair. Great for the ski lodge or stadium, it features a wind- and water-resistant outer shell with a draw-cord hood and deep pockets for storage.</p>
<p>&bull; Red 1/4 zip pullover.<br />&bull; Adjustable VELCRO&reg; sleeve cuffs. <br />&bull; Two hand pockets. <br />&bull; Napoleon pocket. <br />&bull; Machine wash/dry</p>";"Mars HeatTech&trade; Pullover-L-Black";mars-heattech-trade-pullover-l-black;;color_black;;;;size_l;;;;66;;1;/m/j/mj10-black_main.jpg;/m/j/mj10-black_main.jpg;/m/j/mj10-black_main.jpg
MJ10-L-Orange;default_category_men_tops_jackets;1;MJ10;top;"<p>The Mars HeatTech&trade; Jacket defense against winter climes so you can play offense in the park, on the trail or in the deck chair. Great for the ski lodge or stadium, it features a wind- and water-resistant outer shell with a draw-cord hood and deep pockets for storage.</p>
<p>&bull; Red 1/4 zip pullover.<br />&bull; Adjustable VELCRO&reg; sleeve cuffs. <br />&bull; Two hand pockets. <br />&bull; Napoleon pocket. <br />&bull; Machine wash/dry</p>";"Mars HeatTech&trade; Pullover-L-Orange";mars-heattech-trade-pullover-l-orange;;color_orange;;;;size_l;;;;66;;1;/m/j/mj10-orange_main.jpg;/m/j/mj10-orange_main.jpg;/m/j/mj10-orange_main.jpg
